url|title|category|folder|tags|source_file|line_number|date_extracted|status_code|valid|error
https://claude.ai/chat/ff264692-5de5-4250-bfbf-4d11049f5fab|url::|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|15|2025-12-30|||
https://www.insee.fr/fr/statistiques/5359146|"mplementiare a ca Base du dossier complet | Insee"|database|dbd/insee|insee,france,statistics|vgz-ctx-capstone-airbnb-251230.md|49|2025-12-30|||
https://quarto.org/docs/gallery/#dashboards|mort j'iameria j'ai regardé ici Gallery – Quarto|documentation|fj/jRR|r,shiny,quarto,documentation|vgz-ctx-capstone-airbnb-251230.md|79|2025-12-30|||
https://github.com/phisanti/MCPR|e deep research sur l'articulation R et claude et|code|dbd/learning|github,repository,code|vgz-ctx-capstone-airbnb-251230.md|189|2025-12-30|||
https://urbaninstitute.github.io/r-at-urban/graphics-guide.html|it que va m'apporter urbnb theme selon cette page|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|291|2025-12-30|||
https://fonts.googleapis.com/css2?family=Inter:wght@400;600&display=swap'|",  Charger depuis Google Fonts @import = ""url('"|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|327|2025-12-30|||
https://cerema.app.box.com/v/dv3f-indicateurs|es indicaiteurs descendent pas a l'arrondissement|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|408|2025-12-30|||
https://www.data.gouv.fr/datasets/carte-des-loyers-indicateurs-de-loyers-dannonce-par-commune-en-2025/|e en evolution pourules loyer ? du dis URL 2025 :|database|dbd/france|opendata,france,government|vgz-ctx-capstone-airbnb-251230.md|414|2025-12-30|||
https://insideairbnb.com/data-requests/|"a please make a data request."" → Formulaire :"|database|dbd/airbnb|airbnb,dataset,opendata|vgz-ctx-capstone-airbnb-251230.md|2112|2025-12-30|||
https://www.insee.fr/fr/statistiques/2521169**|Lien ligne 2149|database|dbd/insee|insee,france,statistics|vgz-ctx-capstone-airbnb-251230.md|2149|2025-12-30|||
https://github.com/observatoire-territoires/SOFIE|1. Fork SOFIE (|code|dbd/learning|github,repository,code|vgz-ctx-capstone-airbnb-251230.md|2216|2025-12-30|||
https://urbaninstitute.github.io/graphics-styleguide/|n Institute (Orange → Blanc → Bleu)   Source:|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|3148|2025-12-30|||
https://fonts.google.com/specimen/Lato|1. Télécharger Lato :  Va sur|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|3520|2025-12-30|||
https://fonts.googleapis.com/cs...|Et dans custom.scss :  @import url('|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|3726|2025-12-30|||
https://fonts.googleapis.com/css2?family=Int...|"ts::prependContent( htmltools::tags$link( href = """|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|3728|2025-12-30|||
https://cerema.box.com/v/dv3f-indicateurs|URL téléchargement :|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|4187|2025-12-30|||
https://dataviz.cerema.fr/dynmark/|/dv3findicateurs Visualisation interactive :|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|4187|2025-12-30|||
https://opendata.paris.fr/explore/dataset/logement-encadrement-des-loyers/|URL OpenData Paris :|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|4196|2025-12-30|||
https://www.data.gouv.fr/datasets/carte-des-loyers...|SeLoger et leboncoin (20192025). URL 2025 :|database|dbd/france|opendata,france,government|vgz-ctx-capstone-airbnb-251230.md|4198|2025-12-30|||
https://www.data.gouv.fr/dataset...|autorisation d'urbanisme. URL data.gouv.fr :|database|dbd/france|opendata,france,government|vgz-ctx-capstone-airbnb-251230.md|4203|2025-12-30|||
https://data.enedis.fr|Portail principal :|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|4208|2025-12-30|||
https://opendata.enedis.fr|is.fr (98+ jeux de données) Nouveau portail :|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|4208|2025-12-30|||
https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/|URL consolidée :|database|dbd/france|opendata,france,government|vgz-ctx-capstone-airbnb-251230.md|4212|2025-12-30|||
https://opendata.grdf.fr|"|||| | GRDF |"|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|4214|2025-12-30|||
https://doc-datafoncier.cerema.fr/doc/guide/dv3f/volume-et-prix|La documentation complète est sur :|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|4255|2025-12-30|||
https://www.observatoire-des-territoires.gouv.fr/typologie-urbain-rural|Source directe :|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|4391|2025-12-30|||
https://www.observatoire-des-te...|"emploi (2020)"" avec typologie urbain/rural. URL :"|misc|misc|article,web|vgz-ctx-capstone-airbnb-251230.md|4482|2025-12-30|||
https://www.insee.fr/fr/statistiques/2521169|"| https://www.insee.fr/fr/statistiques/5359146 |"|database|dbd/insee|insee,france,statistics|vgz-ctx-capstone-airbnb-251230.md|5256|2025-12-30|||
https://www.insee.fr/fr/statistiques/fichier/2521169/base_cc_comparateur.csv|CSV (3 Mo) :|database|dbd/insee|insee,france,statistics|vgz-ctx-capstone-airbnb-251230.md|5275|2025-12-30|||
https://www.insee.fr/fr/statistiques/fichier/2521169/base_cc_comparateur.xlsx|XLSX (10 Mo) :|database|dbd/insee|insee,france,statistics|vgz-ctx-capstone-airbnb-251230.md|5276|2025-12-30|||
https://claude.ai/chat/79af9711-6344-4906-b6fd-79236a69fe40|url::|misc|misc|article,web|gzc-251123-pcds-Note-EDA-univariée-et-bivariée-workflow-pratique-Paris-Airbnb-08-00-251123.md|44|2025-12-30|||
http://insideairbnb.com/get-the-data__|Inside Airbnb structure données (__|database|dbd/airbnb|airbnb,dataset,opendata|gzc-251123-pcds-Note-EDA-univariée-et-bivariée-workflow-pratique-Paris-Airbnb-08-00-251123.md|355|2025-12-30|||
https://claude.ai/chat/8197a287-4ea8-474c-8f20-2544a11a0255|url::|misc|misc|article,web|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|28|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/repr_1.1.7.zip'|dencies 'repr', 'IRdisplay', 'pbdZMQ' trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|65|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/IRdisplay_1.1....|n/windows/contrib/4.5/repr_1.1.7.zip' trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|65|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/farver_2.1.2.zip'|, 'gtable', 'isoband', 'S7', 'scales' trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|80|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/labeling_0.4.3.zip'|windows/contrib/4.5/farver_2.1.2.zip' trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|80|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/RColorBrewer_1.1-3.zip'|ndows/contrib/4.5/labeling_0.4.3.zip' trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|80|2025-12-30|||
https://i.imgur.com/tiuM1L3.png|ux pas l'avoir a coté comme python interactive ,?|misc|misc|article,web|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|86|2025-12-30|||
https://i.imgur.com/X3vMBqU.png|code le jupyter convertir chez moi ressemble a ca|misc|misc|article,web|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|92|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/bit_4.6.0.zip'|'readr', 'readxl', 'reprex', 'tidyr' trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|113|2025-12-30|||
https://cloud.r-project.org/bin...|in/windows/contrib/4.5/bit_4.6.0.zip' trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|113|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/IRdisplay_1.1.zip'|trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|1618|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/pbdZMQ_0.3-14.zip'|trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|1619|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/IRkernel_1.3.2.zip'|trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|1620|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/viridisLite_0.4.2.zip'|trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|1819|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/gtable_0.3.6.zip'|trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|1820|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/isoband_0.2.7.zip'|trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|1821|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/S7_0.2.1.zip'|trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|1822|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/scales_1.4.0.zip'|trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|1823|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/ggplot2_4.0.1.zip'|trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|1824|2025-12-30|||
https://cran.r-project.org/doc/manuals/r-patched/R-admin.html|Lien ligne 1841|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|1841|2025-12-30|||
https://cloud.r-project.org/bin/windows/contrib/4.5/bit64_4.6.0-1.zip'|trying URL '|documentation|fj/jRR|r,documentation,packages|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|2457|2025-12-30|||
https://statistiques-locales.insee.fr|1. INSEE Statistiques Locales (|database|dbd/insee|insee,france,statistics|gzc-251201-cln--Gérer-les-extensions-par-profil-dans-VSCode-82-00-251127.md|3566|2025-12-30|||
https://claude.ai/chat/5d7720ae-bf12-43e1-b3f5-a9c3ec592c23|url::|misc|misc|article,web|gzc-251123-cln--Recherche-web-avant-production-d'artefact-19-00-251122.md|28|2025-12-30|||
http://insideairbnb.com/get-the-data|Inside Airbnb structure données (|database|dbd/airbnb|airbnb,dataset,opendata|gzc-251123-cln--Recherche-web-avant-production-d'artefact-19-00-251122.md|237|2025-12-30|||
https://cloud.r-project.org/'|tore e install.packages('languageserver', repos='|documentation|fj/jRR|r,documentation,packages|gzc-251219-rthub-fj-jrr-251124-dd0ea5d3-cncld-flcv.md|58|2025-12-30|||
https://cran.rstudio.org|"repos = """|misc|misc|article,web|gzc-251219-rthub-fj-jrr-251124-dd0ea5d3-cncld-flcv.md|454|2025-12-30|||
